date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:31:03	369188/369188	---M--	200	added ('OK')	font/ttf	date:Sat,%2002%20Mar%202019%2005:54:13%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-regular-400.ttf	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-regular-400.ttf	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:05	369480/369480	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2002%20Mar%202019%2005:54:17%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-regular-400.eot?	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-regular-400d41d.eot	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:05	313688/313688	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2002%20Mar%202019%2005:54:06%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.eot	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.eot	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:05	1735881/1735881	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2002%20Mar%202019%2005:54:05%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-regular-400.svg	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-regular-400.svg	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:05	117616/117616	---M--	200	added ('OK')	font/woff2	date:Sat,%2002%20Mar%202019%2005:54:14%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.woff2	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.woff2	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:06	313688/313688	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2002%20Mar%202019%2005:54:06%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.eot?	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900d41d.eot	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:06	156036/156036	---M--	200	added ('OK')	font/woff	date:Sat,%2002%20Mar%202019%2005:54:12%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.woff	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.woff	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:06	313408/313408	---M--	200	added ('OK')	font/ttf	date:Sat,%2002%20Mar%202019%2005:54:03%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.ttf	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.ttf	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:06	1403320/1403320	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2002%20Mar%202019%2005:54:12%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.svg	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-solid-900.svg	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
09:31:09	1925344/1925344	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2002%20Mar%202019%2005:54:11%20GMT	https://song-spells.com/vendor/fontawesome-pro/webfonts/fa-light-300.svg	C:/Mijn%20Web%20paginas/Smile&Magie/song-spells.com/vendor/fontawesome-pro/webfonts/fa-light-300.svg	(from https://song-spells.com/vendor/fontawesome-pro/css/all.min.css)
